ind,CustomerID,Days_Since_Last_Purchase,Total_Transactions,Total_Products_Purchased,Total_Spend,Average_Transaction_Value,Unique_Products_Purchased,Average_Days_Between_Purchases,Day_Of_Week,Hour,Is_UK
3483,17159.0,21,4,1110,1534.73,383.6825,96,1.4851485148514851,4,10,1
3484,17160.0,31,6,2854,3488.03,581.3383333333334,110,0.9292035398230089,1,13,1
3485,17162.0,28,11,1000,1707.21,155.2009090909091,81,2.6634615384615383,0,12,1
3486,17163.0,21,2,66,293.1,146.55,3,14.25,3,15,1
3487,17164.0,32,8,1500,2466.4,308.3,92,1.6736111111111112,2,11,1
3488,17165.0,284,1,100,158.68,158.68,10,0.0,0,16,1
3489,17166.0,38,3,75,189.49,63.163333333333334,11,12.692307692307692,4,8,1
3490,17169.0,50,4,519,816.88,204.22,51,2.2542372881355934,3,10,1
3491,17171.0,289,1,185,224.91,224.91,16,0.0,2,16,1
3492,17172.0,78,1,480,317.76,317.76,15,0.0,3,9,1
3493,17173.0,5,9,1121,3755.65,417.2944444444445,36,1.4651162790697674,6,14,1
3494,17174.0,217,1,41,59.9,59.9,4,0.0,4,11,1
3495,17175.0,44,5,865,1430.94,286.188,42,4.0,2,14,1
3496,17176.0,201,1,170,306.13,306.13,15,0.0,6,12,1
3497,17179.0,178,3,290,711.79,237.26333333333332,56,2.3164556962025316,3,16,1
3498,17180.0,56,6,667,768.32,128.05333333333334,91,2.047244094488189,3,18,1
3499,17181.0,57,2,241,239.92000000000002,119.96000000000001,23,14.363636363636363,3,14,1
3500,17183.0,7,8,1264,3286.9100000000003,410.86375000000004,42,1.3066666666666666,6,15,1
3501,17186.0,46,2,200,144.0,72.0,1,14.0,0,10,1
3502,17187.0,226,1,144,203.95,203.95,10,0.0,2,12,1
3503,17188.0,11,9,1301,2275.58,252.8422222222222,71,3.9886363636363638,1,12,1
3504,17189.0,106,2,226,383.75,191.875,52,4.288135593220339,2,17,1
3505,17190.0,58,3,160,249.74,83.24666666666667,19,7.842105263157895,2,11,1
3506,17191.0,28,7,1166,2093.68,299.09714285714284,163,1.446808510638298,4,14,1
3507,17193.0,35,9,1238,1674.46,186.0511111111111,17,4.147058823529412,1,12,1
3508,17194.0,360,1,112,226.78,226.78,25,0.0,1,12,1
3509,17197.0,29,1,191,1013.01,1013.01,29,0.0,3,10,1
3510,17198.0,23,3,357,692.22,230.74,89,3.663157894736842,4,14,1
3511,17201.0,53,1,231,289.78,289.78,38,0.0,0,11,1
3512,17203.0,35,6,2846,3560.08,593.3466666666667,116,0.17006802721088435,4,12,1
3513,17204.0,169,9,589,1352.91,150.32333333333335,47,2.803030303030303,0,12,1
3514,17205.0,53,1,884,384.08,384.08,13,0.0,0,12,1
3515,17206.0,53,1,76,204.24,204.24,7,0.0,0,13,1
3516,17211.0,26,9,1310,2299.67,255.5188888888889,150,1.6179245283018868,6,12,1
3517,17212.0,253,1,147,226.85,226.85,4,0.0,3,19,1
3518,17213.0,40,11,1167,2741.08,249.1890909090909,85,2.0,6,14,1
3519,17214.0,60,7,271,974.12,139.16,79,2.9603960396039604,0,13,1
3520,17217.0,234,1,24,113.5,113.5,9,0.0,1,17,1
3521,17218.0,4,10,955,1951.97,195.197,146,1.348148148148148,6,15,1
3522,17219.0,31,1,89,114.23,114.23,24,0.0,1,11,1
3523,17220.0,24,14,1897,3187.55,227.68214285714288,303,0.7296137339055794,2,13,1
3524,17221.0,7,2,287,334.48,167.24,59,0.47540983606557374,4,13,1
3525,17222.0,65,1,122,328.65,328.65,27,0.0,2,13,1
3526,17223.0,310,2,109,381.89,190.945,42,1.2608695652173914,0,14,1
3527,17226.0,308,1,406,393.49,393.49,21,0.0,4,11,1
3528,17227.0,18,6,741,939.32,156.55333333333334,28,7.608695652173913,0,10,1
3529,17228.0,15,8,1532,1906.09,238.26125,140,1.7246376811594204,1,10,1
3530,17229.0,96,2,185,318.76,159.38,39,1.0,2,12,1
3531,17230.0,264,11,1553,3466.67,315.1518181818182,51,1.3194444444444444,2,11,1
3532,17231.0,12,14,1718,3078.22,219.87285714285713,294,0.6523364485981309,0,16,1
3533,17232.0,2,2,202,417.77,208.885,30,0.35294117647058826,2,12,1
3534,17233.0,35,1,131,190.88,190.88,25,0.0,4,14,1
3535,17234.0,182,1,55,149.89000000000001,149.89000000000001,14,0.0,4,11,1
3536,17235.0,25,2,224,550.06,275.03,24,12.392857142857142,0,15,1
3537,17236.0,12,6,474,916.13,152.68833333333333,88,3.3653846153846154,6,12,1
3538,17237.0,11,2,105,314.69,157.345,18,0.6111111111111112,3,12,1
3539,17238.0,2,17,1807,3719.1,218.7705882352941,297,0.6660649819494585,4,12,1
3540,17239.0,312,2,149,379.95,189.975,15,2.6666666666666665,0,9,1
3541,17242.0,108,2,611,1135.04,567.52,30,1.8461538461538463,6,13,1
3542,17243.0,1,30,3308,8483.35,282.77833333333336,179,0.9387755102040817,6,12,1
3543,17244.0,53,1,616,954.9,954.9,31,0.0,0,15,1
3544,17245.0,204,1,75,171.45,171.45,9,0.0,3,10,1
3545,17247.0,15,1,105,280.09000000000003,280.09000000000003,53,0.0,3,15,1
3546,17248.0,120,1,213,318.65,318.65,68,0.0,3,13,1
3547,17250.0,3,2,167,381.97,190.985,55,4.6909090909090905,1,12,1
3548,17251.0,362,1,108,269.83,269.83,37,0.0,6,11,1
3549,17252.0,116,2,192,348.91,174.455,86,0.8235294117647058,0,16,1
3550,17253.0,18,1,43,178.26,178.26,18,0.0,0,12,1
3551,17254.0,4,2,251,271.19,135.595,100,0.1,0,12,1
3552,17255.0,40,2,227,291.48,145.74,69,3.547945205479452,6,12,1
3553,17256.0,107,2,141,240.0,120.0,12,13.666666666666666,0,14,1
3554,17259.0,148,2,388,581.23,290.615,104,1.9130434782608696,0,12,1
3555,17262.0,52,5,367,1253.3600000000001,250.67200000000003,9,28.545454545454547,1,15,1
3556,17263.0,208,1,36,63.440000000000005,63.440000000000005,23,0.0,6,14,1
3557,17265.0,138,2,389,550.01,275.005,106,0.34710743801652894,6,12,1
3558,17266.0,2,3,153,296.58,98.86,60,2.013888888888889,1,14,1
3559,17267.0,127,2,158,317.2,158.6,37,0.0,3,17,1
3560,17268.0,107,4,844,763.64,190.91,3,27.6,1,10,1
3561,17272.0,42,5,1776,2144.53,428.90600000000006,70,1.9130434782608696,1,12,1
3562,17274.0,35,1,77,107.82,107.82,24,0.0,4,13,1
3563,17277.0,227,2,430,1065.3500000000001,532.6750000000001,67,1.3970588235294117,4,12,1
3564,17278.0,241,1,179,246.04,246.04,15,0.0,1,13,1
3565,17279.0,57,1,48,187.82999999999998,187.82999999999998,8,0.0,3,11,1
3566,17282.0,130,3,1866,1685.46,561.82,79,1.9204545454545454,6,11,1
3567,17284.0,60,7,1360,1636.58,233.79714285714286,229,0.9452054794520548,4,14,1
3568,17286.0,21,1,117,151.37,151.37,44,0.0,4,12,1
3569,17287.0,26,7,556,1049.06,149.8657142857143,88,2.8595041322314048,1,12,1
3570,17288.0,9,7,1201,1417.63,202.51857142857145,118,2.5107913669064748,6,13,1
3571,17289.0,31,4,512,922.77,230.6925,86,1.4326923076923077,6,12,1
3572,17290.0,3,2,397,513.01,256.505,92,0.1368421052631579,2,15,1
3573,17293.0,8,9,1135,1854.06,206.00666666666666,93,2.6946564885496183,2,14,1
3574,17295.0,28,3,293,547.0,182.33333333333334,53,0.5373134328358209,4,10,1
3575,17297.0,17,1,65,128.18,128.18,49,0.0,1,14,1
3576,17298.0,101,2,387,498.42,249.21,30,0.7931034482758621,1,16,1
3577,17299.0,11,4,668,656.61,164.1525,50,3.0,6,13,1
3578,17301.0,21,1,137,163.24,163.24,59,0.0,4,13,1
3579,17302.0,14,6,573,1119.93,186.655,68,3.6375,0,9,1
3580,17303.0,361,1,144,250.04,250.04,53,0.0,0,13,1
3581,17306.0,10,21,11470,8600.73,409.5585714285714,13,5.044117647058823,2,9,1
3582,17309.0,95,1,41,82.75,82.75,11,0.0,0,15,1
3583,17311.0,78,2,1005,1384.85,692.425,55,4.407407407407407,3,14,1
3584,17312.0,138,3,372,644.3,214.76666666666665,11,1.6153846153846154,6,13,1
3585,17313.0,17,2,1382,2288.13,1144.065,24,0.5185185185185185,1,15,1
3586,17314.0,24,11,1884,2514.76,228.61454545454546,120,2.1333333333333333,2,14,1
3587,17315.0,0,41,3805,6153.35,150.08170731707318,257,0.7422037422037422,1,10,1
3588,17317.0,46,5,1074,2524.02,504.804,8,4.3,6,12,1
3589,17320.0,100,3,634,1200.6200000000001,400.2066666666667,57,3.7222222222222223,6,14,1
3590,17321.0,8,2,364,657.16,328.58,94,0.6020408163265306,0,11,1
3591,17323.0,15,9,750,891.04,99.00444444444445,124,1.4060913705583757,6,12,1
3592,17324.0,17,4,843,986.48,246.62,43,7.270833333333333,4,11,1
3593,17325.0,280,1,60,96.8,96.8,6,0.0,4,13,1
3594,17329.0,14,2,142,523.11,261.555,29,9.40625,4,14,1
3595,17330.0,22,2,120,363.9,181.95,5,9.0,0,11,1
3596,17333.0,85,1,375,494.25,494.25,28,0.0,3,10,1
3597,17334.0,301,3,314,306.6,102.2,11,0.6363636363636364,4,9,1
3598,17337.0,151,7,1217,1896.06,270.86571428571426,420,0.30343511450381677,2,17,1
3599,17338.0,17,10,3040,6455.95,645.595,389,0.47711511789181693,0,14,1
3600,17339.0,94,2,152,243.36,121.68,9,33.875,1,13,1
3601,17340.0,9,15,5903,12158.300000000001,810.5533333333334,230,0.8459715639810427,3,10,1
3602,17341.0,156,3,443,682.29,227.42999999999998,147,1.3461538461538463,2,12,1
3603,17343.0,355,1,56,193.64,193.64,17,0.0,6,15,1
3604,17344.0,46,1,65,157.62,157.62,31,0.0,0,12,1
3605,17345.0,15,4,341,519.6899999999999,129.92249999999999,70,2.207317073170732,3,15,1
3606,17346.0,3,16,1599,2557.9,159.86875,299,0.7628865979381443,3,12,1
3607,17348.0,14,5,1398,1156.6,231.32,180,1.3349056603773586,4,11,1
3608,17349.0,179,1,102,98.25,98.25,8,0.0,0,14,1
3609,17350.0,8,5,734,1251.44,250.288,66,0.6142857142857143,1,12,1
3610,17351.0,36,3,113,587.15,195.71666666666667,22,9.115384615384615,3,19,1
3611,17353.0,129,2,1200,1740.0,870.0,5,3.5714285714285716,1,16,1
3612,17354.0,50,1,1006,1393.06,1393.06,15,0.0,3,10,1
3613,17356.0,311,1,166,178.22,178.22,19,0.0,1,11,1
3614,17357.0,24,2,152,384.39,192.195,41,0.0,1,16,1
3615,17358.0,303,2,190,360.81,180.405,55,0.9122807017543859,6,14,1
3616,17359.0,11,1,161,127.86,127.86,13,0.0,0,14,1
3617,17360.0,17,3,328,568.24,189.41333333333333,113,1.346774193548387,1,17,1
3618,17361.0,49,3,157,488.2,162.73333333333332,26,8.642857142857142,0,14,1
3619,17362.0,239,2,191,312.23,156.115,30,2.0588235294117645,3,14,1
3620,17364.0,0,12,2671,4437.23,369.76916666666665,288,0.8112745098039216,4,12,1
3621,17365.0,12,8,4737,4762.32,595.29,277,0.6911447084233261,1,12,1
3622,17367.0,238,1,149,167.55,167.55,33,0.0,4,14,1
3623,17368.0,23,9,666,1315.72,146.19111111111113,93,2.5528455284552845,3,15,1
3624,17370.0,72,4,540,446.18,111.545,31,3.03125,3,14,1
3625,17371.0,17,3,151,418.4,139.46666666666667,83,4.047058823529412,1,13,1
3626,17372.0,40,8,747,1337.18,167.1475,215,1.288,6,12,1
3627,17373.0,40,4,408,646.92,161.73,47,4.857142857142857,3,15,1
3628,17374.0,218,2,85,495.77,247.885,24,2.3333333333333335,3,9,1
3629,17375.0,190,4,361,372.5,93.125,65,2.442857142857143,0,15,1
3630,17376.0,70,2,86,203.2,101.6,23,10.478260869565217,1,14,1
3631,17377.0,23,21,2037,3883.32,184.92000000000002,191,0.8663366336633663,0,10,1
3632,17379.0,11,1,623,389.71999999999997,389.71999999999997,71,0.0,0,13,1
3633,17381.0,8,30,25646,20272.43,675.7476666666666,40,3.3394495412844036,0,11,1
3634,17383.0,4,1,148,193.39000000000001,193.39000000000001,49,0.0,0,17,1
3635,17384.0,19,2,88,336.4,168.2,12,14.285714285714286,6,15,1
3636,17385.0,14,1,197,256.11,256.11,42,0.0,4,11,1
3637,17386.0,7,6,1902,2686.42,447.7366666666667,23,5.851851851851852,4,11,1
3638,17387.0,19,2,522,746.81,373.405,71,0.18666666666666668,6,11,1
3639,17388.0,77,4,1068,1259.56,314.89,13,15.0,6,12,1
3640,17389.0,0,42,7442,31317.48,745.6542857142857,47,1.527027027027027,3,15,1
3641,17391.0,163,2,480,508.8,254.4,2,0.5,1,12,1
3642,17392.0,306,2,275,411.27,205.635,52,0.9629629629629629,3,19,1
3643,17394.0,219,1,241,203.86999999999998,203.86999999999998,4,0.0,2,13,1
3644,17396.0,39,7,2004,7312.8,1044.6857142857143,23,13.28,3,10,1
3645,17397.0,22,2,250,681.41,340.705,88,0.0,3,14,1
3646,17398.0,114,3,310,653.38,217.79333333333332,30,3.810810810810811,1,13,1
3647,17400.0,126,5,1088,2097.84,419.56800000000004,175,1.1073170731707318,4,17,1
3648,17402.0,4,12,700,2598.85,216.57083333333333,32,6.4035087719298245,6,15,1
3649,17403.0,36,1,111,263.92,263.92,32,0.0,3,15,1
3650,17404.0,4,16,32320,30175.82,1885.98875,109,1.8071065989847717,0,10,0
3651,17405.0,1,5,705,967.22,193.44400000000002,77,1.6021505376344085,1,14,1
3652,17406.0,330,5,777,1912.72,382.544,99,0.3185840707964602,0,14,1
3653,17408.0,163,1,3,32.65,32.65,2,0.0,2,12,1
3654,17409.0,184,2,105,771.85,385.925,13,5.333333333333333,2,10,1
3655,17410.0,16,5,616,1214.72,242.94400000000002,57,3.1587301587301586,2,15,1
3656,17411.0,12,4,298,748.94,187.235,41,8.404761904761905,6,10,1
3657,17412.0,2,7,738,1258.06,179.72285714285712,48,5.6923076923076925,2,12,1
3658,17414.0,43,2,2100,778.0,389.0,5,28.2,2,11,1
3659,17415.0,79,1,114,507.84,507.84,14,0.0,2,12,1
3660,17416.0,29,9,4266,6838.34,759.8155555555555,186,0.9333333333333333,3,13,1
3661,17418.0,42,2,289,463.46000000000004,231.73000000000002,29,9.689655172413794,4,13,1
3662,17419.0,11,14,1872,4200.97,300.06928571428574,155,1.7198067632850242,1,12,1
3663,17420.0,50,3,265,598.83,199.61,28,11.137931034482758,1,15,1
3664,17422.0,16,10,2195,1853.1299999999999,185.313,93,2.08955223880597,2,13,1
3665,17423.0,45,4,421,663.63,165.9075,26,6.37037037037037,0,13,1
3666,17425.0,19,2,407,759.17,379.585,42,0.9761904761904762,0,11,1
3667,17426.0,4,7,3082,5022.26,717.4657142857143,179,1.0258302583025831,4,12,1
3668,17427.0,71,1,34,100.8,100.8,2,0.0,3,11,1
3669,17428.0,0,33,9435,17078.45,517.5287878787879,255,1.0760233918128654,1,10,1
3670,17429.0,120,4,616,512.12,128.03,36,2.3902439024390243,3,13,1
3671,17430.0,32,2,190,265.76,132.88,14,25.615384615384617,0,9,1
3672,17431.0,313,1,292,403.3,403.3,41,0.0,6,14,1
3673,17432.0,18,2,207,365.76,182.88,44,0.40425531914893614,0,17,1
3674,17433.0,88,1,185,303.15999999999997,303.15999999999997,53,0.0,0,14,1
3675,17434.0,2,9,1685,2333.42,259.2688888888889,100,0.6058394160583942,2,13,1
3676,17436.0,1,2,90,216.29999999999998,108.14999999999999,7,28.125,3,12,1
3677,17438.0,247,2,100,378.3,189.15,17,0.3333333333333333,3,10,1
3678,17440.0,147,5,232,177.1,35.42,3,14.285714285714286,2,12,1
3679,17442.0,29,10,1490,2210.2599999999998,221.02599999999998,97,2.41726618705036,1,12,1
3680,17444.0,151,2,2118,2389.1,1194.55,131,0.15789473684210525,0,10,0
3681,17446.0,176,2,198,120.9,60.45,6,16.75,2,14,1
3682,17447.0,40,2,443,541.53,270.765,33,0.8857142857142857,3,10,1
3683,17449.0,2,8,1113,2500.21,312.52625,177,1.2934782608695652,1,17,1
3684,17450.0,8,49,69021,189575.53,3868.8883673469386,124,1.0621301775147929,1,8,1
3685,17451.0,1,10,1178,1648.95,164.895,83,0.9811320754716981,4,11,1
3686,17453.0,17,2,219,486.71999999999997,243.35999999999999,19,2.611111111111111,1,9,1
3687,17454.0,192,4,243,517.53,129.3825,57,2.783333333333333,6,13,1
3688,17455.0,203,1,66,131.7,131.7,8,0.0,4,12,1
3689,17456.0,365,1,222,249.86,249.86,17,0.0,3,15,1
3690,17457.0,126,5,826,1737.7,347.54,14,11.833333333333334,4,12,1
3691,17458.0,15,1,170,316.5,316.5,52,0.0,3,13,1
3692,17459.0,43,2,537,657.3,328.65,88,0.15454545454545454,0,17,1
3693,17460.0,78,8,176,452.63,56.57875,18,8.194444444444445,3,10,1
3694,17461.0,22,3,770,735.82,245.27333333333334,104,0.06666666666666667,3,10,1
3695,17462.0,51,3,224,662.94,220.98000000000002,25,8.62962962962963,0,13,1
3696,17463.0,16,6,1081,1860.81,310.135,162,1.4075829383886256,6,15,1
3697,17464.0,158,1,220,289.96000000000004,289.96000000000004,9,0.0,0,13,1
3698,17466.0,10,2,306,763.28,381.64,41,1.7,3,9,1
3699,17468.0,10,2,116,137.0,68.5,5,1.0,4,12,1
3700,17469.0,16,6,778,1843.06,307.1766666666667,61,2.1123595505617976,1,10,1
3701,17470.0,44,5,1675,1125.07,225.01399999999998,67,4.194805194805195,1,12,1
3702,17472.0,191,3,455,697.54,232.51333333333332,142,0.6242774566473989,6,14,1
3703,17475.0,79,1,178,194.37,194.37,14,0.0,2,14,1
3704,17480.0,73,2,336,506.51,253.255,29,0.13333333333333333,4,11,1
3705,17481.0,3,5,1060,1249.34,249.868,69,1.0975609756097562,3,9,1
3706,17483.0,65,3,191,414.04,138.01333333333335,18,5.9,3,13,1
3707,17486.0,261,1,191,396.87,396.87,24,0.0,2,14,1
3708,17489.0,58,2,428,376.64,188.32,28,5.5,2,11,1
3709,17490.0,0,11,1022,1936.83,176.07545454545453,63,2.0952380952380953,3,9,1
3710,17491.0,1,11,2012,3541.92,321.9927272727273,72,3.3577981651376145,3,11,1
3711,17492.0,248,1,155,374.57,374.57,12,0.0,1,15,1
3712,17495.0,7,2,229,497.56,248.78,21,1.1923076923076923,1,12,1
3713,17496.0,358,1,79,271.05,271.05,10,0.0,3,8,1
3714,17498.0,75,1,394,272.22,272.22,17,0.0,6,12,1
3715,17499.0,289,1,711,622.88,622.88,40,0.0,2,9,1
3716,17500.0,17,3,17,1138.0,379.3333333333333,3,3.0,3,9,1
3717,17501.0,220,2,160,288.6,144.3,18,0.0,1,9,1
3718,17502.0,9,4,376,689.1,172.275,25,0.7407407407407407,2,13,1
3719,17503.0,2,2,486,558.96,279.48,36,0.972972972972973,1,11,1
3720,17504.0,206,10,1456,2745.2799999999997,274.52799999999996,112,0.8345323741007195,2,14,1
3721,17505.0,161,2,556,1145.84,572.92,48,0.8627450980392157,2,9,1
3722,17506.0,70,2,136,294.29,147.145,14,0.3333333333333333,6,11,1
3723,17507.0,261,2,359,605.58,302.79,79,0.5517241379310345,3,18,1
3724,17508.0,280,1,289,387.31,387.31,22,0.0,4,8,0
3725,17509.0,57,11,3508,6069.24,551.7490909090909,75,0.01639344262295082,4,14,1
3726,17510.0,24,1,214,308.48,308.48,20,0.0,1,10,1
3727,17511.0,2,45,63014,88138.2,1958.6266666666666,465,0.34575955265610436,2,11,1
3728,17512.0,28,11,2752,2920.04,265.4581818181818,61,2.6,2,15,1
3729,17513.0,72,1,254,513.2,513.2,6,0.0,2,16,1
3730,17514.0,128,1,135,208.65,208.65,40,0.0,2,15,1
3731,17515.0,31,4,243,639.02,159.755,49,3.3372093023255816,1,14,1
3732,17516.0,15,5,414,764.88,152.976,113,2.014925373134328,6,12,1
3733,17517.0,308,1,102,153.94,153.94,11,0.0,4,11,1
3734,17519.0,17,7,1233,1839.07,262.7242857142857,60,4.280487804878049,1,13,1
3735,17520.0,53,1,365,546.81,546.81,30,0.0,0,12,1
3736,17521.0,24,4,518,721.9599999999999,180.48999999999998,38,3.888888888888889,2,13,1
3737,17522.0,1,5,1022,1066.15,213.23000000000002,58,3.056338028169014,3,14,1
3738,17523.0,11,4,872,652.74,163.185,25,0.25,6,13,1
3739,17524.0,361,1,90,145.0,145.0,6,0.0,0,14,1
3740,17525.0,359,1,82,422.70000000000005,422.70000000000005,9,0.0,2,12,1
3741,17526.0,1,8,257,706.7,88.3375,17,16.545454545454547,0,11,1
3742,17527.0,53,6,463,888.86,148.14333333333335,45,3.4375,0,10,1
3743,17528.0,1,11,2130,3540.1,321.8272727272727,183,0.2702702702702703,3,13,1
3744,17530.0,1,10,1511,2362.53,236.25300000000001,305,0.9405684754521964,3,17,1
3745,17531.0,190,1,136,296.7,296.7,14,0.0,3,19,1
3746,17534.0,53,1,103,223.36,223.36,9,0.0,0,12,1
3747,17535.0,280,1,136,164.4,164.4,13,0.0,4,15,1
3748,17536.0,177,1,6,76.5,76.5,3,0.0,2,13,1
3749,17537.0,29,2,699,887.67,443.835,74,3.7534246575342465,2,13,1
3750,17538.0,25,1,134,98.42,98.42,9,0.0,0,12,1
3751,17540.0,8,3,193,570.4,190.13333333333333,20,12.32,1,11,1
3752,17542.0,269,1,134,170.75,170.75,24,0.0,1,11,1
3753,17545.0,43,3,337,642.32,214.10666666666668,122,0.0,3,13,1
3754,17547.0,372,1,-4,-11.8,-11.8,2,0.0,3,14,1
3755,17548.0,217,3,-132,-141.48,-47.16,12,9.75,2,10,1
3756,17549.0,23,2,210,148.86,74.43,5,5.6,2,9,1
3757,17550.0,197,3,86,267.16,89.05333333333334,42,1.1219512195121952,6,15,1
3758,17551.0,359,1,142,290.34,290.34,39,0.0,2,14,1
3759,17552.0,60,5,709,913.91,182.78199999999998,44,6.36734693877551,3,18,1
3760,17553.0,129,1,1048,1487.6,1487.6,2,0.0,1,10,1
3761,17554.0,1,5,1763,1952.45,390.49,58,1.6896551724137931,3,20,1
3762,17555.0,19,2,348,480.31,240.155,101,3.0288461538461537,6,12,1
3763,17556.0,205,1,101,157.9,157.9,6,0.0,2,10,1
3764,17557.0,14,3,306,541.46,180.48666666666668,27,2.0303030303030303,0,14,1
3765,17560.0,94,4,635,854.95,213.7375,22,8.64,3,17,1
3766,17561.0,19,1,144,165.12,165.12,44,0.0,6,12,1
3767,17562.0,14,8,813,1107.38,138.4225,48,2.5238095238095237,6,13,1
3768,17564.0,24,3,146,454.01,151.33666666666667,38,1.1666666666666667,1,13,1
3769,17566.0,8,2,497,869.77,434.885,113,0.12056737588652482,3,19,1
3770,17567.0,7,10,2428,4012.56,401.256,110,2.0738636363636362,3,15,1
3771,17569.0,332,1,159,344.14,344.14,29,0.0,1,14,1
3772,17571.0,50,4,875,1424.42,356.105,246,0.9219330855018587,3,15,1
3773,17572.0,71,4,95,226.75000000000003,56.68750000000001,7,27.454545454545453,2,12,1
3774,17573.0,29,4,302,362.9,90.725,24,2.56,3,13,1
3775,17574.0,242,1,77,185.65,185.65,8,0.0,0,9,1
3776,17576.0,8,22,1927,3399.93,154.54227272727272,245,0.8771498771498771,1,17,1
3777,17578.0,190,2,90,124.74,62.37,5,5.6,3,18,1
3778,17579.0,4,4,256,440.2,110.05,46,3.4313725490196076,0,12,1
3779,17580.0,252,3,87,212.77,70.92333333333333,42,2.4651162790697674,0,14,1
3780,17581.0,0,31,5849,10716.31,345.6874193548387,231,0.8266666666666667,3,12,1
3781,17582.0,236,1,123,175.27,175.27,28,0.0,6,13,1
3782,17584.0,7,3,446,1227.3,409.09999999999997,30,3.4285714285714284,4,17,1
3783,17585.0,109,4,1650,1116.68,279.17,176,1.106280193236715,0,13,1
3784,17588.0,100,3,676,1240.2,413.40000000000003,19,6.0,2,13,1
3785,17589.0,60,4,1630,2402.92,600.73,171,0.7171314741035857,0,13,1
3786,17590.0,2,3,820,1451.77,483.92333333333335,160,0.19689119170984457,1,16,1
3787,17591.0,73,8,999,2192.7200000000003,274.09000000000003,81,1.872611464968153,1,15,1
3788,17593.0,3,6,3083,3908.08,651.3466666666667,190,1.6384976525821595,6,10,1
3789,17594.0,85,2,550,993.18,496.59,42,3.4489795918367347,3,16,1
3790,17595.0,12,2,228,386.69,193.345,68,0.30864197530864196,6,16,1
3791,17596.0,23,7,4376,2806.69,400.9557142857143,168,1.3068181818181819,1,13,1
3792,17597.0,213,1,1176,2044.3700000000001,2044.3700000000001,55,0.0,1,11,1
3793,17600.0,17,1,144,161.67000000000002,161.67000000000002,13,0.0,1,9,1
3794,17601.0,239,1,103,116.00999999999999,116.00999999999999,9,0.0,3,18,1
3795,17602.0,2,8,4100,5002.22,625.2775,335,0.5801801801801801,2,20,1
3796,17603.0,50,2,73,390.97,195.485,11,2.5454545454545454,3,14,1
3797,17604.0,217,2,169,309.36,154.68,57,1.532258064516129,4,13,1
3798,17608.0,33,2,229,191.99,95.995,54,0.0,6,13,1
3799,17609.0,40,6,690,1089.98,181.66333333333333,198,1.2424242424242424,6,16,1
3800,17611.0,3,19,2542,3924.77,206.56684210526316,440,0.6258741258741258,6,14,1
3801,17612.0,53,9,1789,2000.32,222.25777777777776,116,1.7553956834532374,0,14,1
3802,17613.0,22,17,2464,4494.77,264.3982352941177,211,0.907051282051282,1,12,1
3803,17614.0,57,1,235,386.32,386.32,97,0.0,3,16,1
3804,17615.0,130,3,140,329.6,109.86666666666667,13,7.076923076923077,4,8,1
3805,17616.0,173,3,224,571.1999999999999,190.39999999999998,1,97.0,1,10,1
3806,17618.0,5,3,319,930.28,310.0933333333333,56,5.409090909090909,6,16,1
3807,17619.0,312,1,124,214.37,214.37,71,0.0,0,14,1
3808,17620.0,59,1,60,81.44,81.44,4,0.0,1,12,1
3809,17621.0,21,4,510,1336.1,334.025,25,12.807692307692308,0,13,1
3810,17623.0,32,1,265,527.0500000000001,527.0500000000001,33,0.0,0,11,1
3811,17624.0,14,2,554,843.48,421.74,49,4.163265306122449,3,10,1
3812,17625.0,18,4,1180,2020.4,505.1,223,0.7836065573770492,4,13,1
3813,17628.0,81,1,79,75.75,75.75,5,0.0,0,15,1
3814,17629.0,5,9,1620,1769.12,196.56888888888886,105,2.901639344262295,6,10,1
3815,17630.0,169,2,158,503.59999999999997,251.79999999999998,24,2.52,3,14,1
3816,17631.0,1,3,334,528.33,176.11,39,6.078947368421052,3,13,1
3817,17633.0,31,6,630,1242.34,207.05666666666664,60,4.619718309859155,3,15,1
3818,17634.0,36,9,838,2358.59,262.0655555555556,209,1.0203389830508474,3,12,1
3819,17636.0,8,2,176,265.93,132.965,20,0.4782608695652174,6,14,1
3820,17637.0,31,2,280,547.0600000000001,273.53000000000003,35,2.4705882352941178,1,13,1
3821,17639.0,276,1,49,108.5,108.5,7,0.0,1,15,1
3822,17640.0,86,1,250,621.66,621.66,5,0.0,2,9,1
3823,17642.0,119,2,474,712.29,356.145,34,1.4615384615384615,3,12,1
3824,17643.0,373,1,71,101.55,101.55,8,0.0,2,14,1
3825,17644.0,1,17,1741,2768.98,162.88117647058823,103,1.9107142857142858,3,13,1
3826,17646.0,219,4,320,995.6600000000001,248.91500000000002,46,2.7547169811320753,3,13,1
3827,17647.0,65,1,30,133.06,133.06,7,0.0,2,15,1
3828,17648.0,60,5,486,1789.55,357.90999999999997,81,2.076923076923077,0,10,1
3829,17649.0,134,2,398,861.74,430.87,52,0.07692307692307693,6,15,1
3830,17650.0,21,1,150,166.08,166.08,8,0.0,4,14,1
3831,17651.0,11,14,3100,3886.67,277.6192857142857,149,0.6974789915966386,3,16,1
3832,17652.0,25,18,2476,4692.13,260.6738888888889,117,0.9624060150375939,3,14,1
3833,17653.0,29,5,1400,1160.88,232.17600000000002,43,1.8958333333333333,1,15,1
3834,17654.0,277,1,41,117.55,117.55,22,0.0,0,13,1
